publication_version_id,publication_id,doi,title,abstract,Tags,Authors,,
796,1777,10.4231/R7WS8R51,"Purdue University Buildings Demolition, Construction Images, November 2014, POTR Building Camera 2","Two iconic buildings on the Purdue University campus, the Engineering Administration Building and the retired Heating and Power Plant-North, were targeted for demolition in 2012 to make way for the construction of the Active Learning Center.","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university","Darcy M. Bullock, Alexander M. Hainen, Andrew Sydelko, David Burford, Michael Witt, Stanislav Pejša",,
797,1778,10.4231/R7HH6H0Z,"Purdue University Buildings Demolition, Construction Images, December 2014, POTR Building Camera 2","Two iconic buildings on the Purdue University campus, the Engineering Administration Building and the retired Heating and Power Plant-North, were targeted for demolition in 2012 to make way for the construction of the Active Learning Center.","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university","Darcy M. Bullock, Alexander M. Hainen, Andrew Sydelko, David Burford, Michael Witt, Stanislav Pejša",,
798,1779,10.4231/R78050J6,"Purdue University Buildings Demolition, Construction Images, January 2015, POTR Building Camera 2","Two iconic buildings on the Purdue University campus, the Engineering Administration Building and the retired Heating and Power Plant-North, were targeted for demolition in 2012 to make way for the construction of the Active Learning Center.","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university","Darcy M. Bullock, Alexander M. Hainen, Andrew Sydelko, David Burford, Michael Witt, Stanislav Pejša",,
800,1781,10.4231/R7FJ2DQB,Iowa Intensive Test Site 0893 (801237),"The purpose of the experiment is to study the spectral characteristics and separability of corn, soybeans, oats, and pasture as a function of growth stage and cultural practices.","agriculture, corn, crops, crop science, fss, grass, helicopter mounted field spectrometer system, laboratory for applications of remote sensing, lars, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations",Marvin E. Bauer,,
801,1782,10.4231/R74B2Z7T,North Dakota Intensive Test Site 0817 (801247),The objective of this experiment was to provide a data set which can be used as an intermediate level of extrapolation between data collected from contolled experimental plots at field research stations and data collection by satellite scanners.,"agriculture, barley, beats, crops, crop science, durum wheat, fss, lars, oats, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations, spring wheat, sugar, sunflower","Marvin E. Bauer, Stanislav Pejša",,
802,1783,10.4231/R7ZK5DM4,Soil reflectance and soil moisture (tension) study (801601),The purpose of this experiment was to study the relationship of soil reflectance and soil moisture (tension).,"agriculture, determining moisture content, exotech 20c-sw, ge-dxw lamp illumination, lars, remote sensing, soil, soil reflectance, soil science, spectral observations, spectrometer, specular reflectivity","John B. Peterson, Stanislav Pejša",,
803,1784,10.4231/R7TT4NWD,Characterization Soybean Field Sun-View Angle (801802),The purpose of this experiment is to characterize a soybean field by its reflectance at various view and illumination angles and by its physical and agronomic attributes.,"agriculture, crops, crop science, exotech 100, lars, leaf transmittance, radiometer, reflectance, remote sensing, soil, soil science, soybeans, spectral observations","K. Jon Ranson, Larry Biehl, Stanislav Pejša",,
804,1785,10.4231/R7VT1Q16,Purdue Agronomy Farm Corn Cultural Practices (801803),"The objectives of this experiment are to determine the threshold of early season spectral detection of corn, the spectral response of corn as a function of growth and amount of vegetation, and the effect of soil background differences.","agriculture, corn, crop science, exotech 100, lars, radiometer, soil, soil science, spectral observations","Craig S. T. Daughtry, Stanislav Pejša",,
805,1786,10.4231/R7M906KF,Purdue Agronomy Farm Soybean Cultural Practices (801804),"The objectives of this experiment are to determine the threshold of early season spectral detection of soybeans, the spectral response of soybeans as a function of growth and amount of vegetation, and the effect of soil background difference.","agriculture, crops, exotech 100, lars, radiometer, remote sensing, soil, soybeans, spectral observations","Craig S. T. Daughtry, Stanislav Pejša",,
806,1787,10.4231/R73B5X3F,Purdue Agronomy Farm Winter Wheat Disease (801805),The purpose of this experiment was to investigate the effects of disease (rust) on the spectral response of winter wheat.,"agriculture, crops, crop science, exotech 20c-sw, lars, remote sensing, soil science, spectral observations, spectrometer, winter wheat","Craig S. T. Daughtry, Stanislav Pejša",,
807,1788,10.4231/R7736NTR,Purdue Agronomy Farm Winter Wheat (801806),The purpose was to investigate the effects of disease and nitrogen fertilization on the spectral and agronomic characteristics of winter wheat.,"agriculture, crops, crop science, exotech 100, exotech 20c-sw, lars, radiometer, remote sensing, soil science, spectral observations, spectrometer, winter wheat","Craig S. T. Daughtry, Stanislav Pejša",,
808,1789,10.4231/R70K26HG,Purdue Agronomy Farm Calibration (801808),Calibration test,"agriculture, crops, crop science, exotech 100, exotech 20c-sw, lars, radiometer, reference panels, remote sensing, soil science, spectral observations, spectrometer","Craig S. T. Daughtry, Stanislav Pejša",,
809,1790,10.4231/R7R20Z9S,Purdue Agronomy Farm Other Crops (801809),"The purpose of this experiment was to obtain data for crops other than corn, soybeans, and winter wheat which may have similar spectral characteristics.","agriculture, crop science, exotech 100, lars, radiometer, remote sensing, soil science, spectral observations, sunflower","Craig S. T. Daughtry, Stanislav Pejša",,
810,1791,10.4231/R7GH9FV5,Purdue Agronomy Farm Soybean Row Direction (801810),The overall objective of this experiment was to determine and model the effects of rows and row direction (shadowing) on the reflectance of soybean canopies as a function of solar azimuth and zenith angles.,"3m flat black, 3m flat white, agriculture, crops, crop science, exotech 100, lars, radiometer, remote sensing, soil, soil science, soybeans, spectral observations","Craig S. T. Daughtry, Stanislav Pejša",,
811,1792,10.4231/R7BR8Q4V,Purdue Agronomy Farm Soybean Variety (801812),The purpose of the experiment was to study the variation of the spectral characteristics between varieties of soybeans.,"agriculture, crops, crop science, exotech 100, lars, remote sensing, soil science, soybeans, spectral observations","Craig S. T. Daughtry, Stanislav Pejša",,
812,1793,10.4231/R7G73BMR,Kathleen Latz Soils Study (801901 and 801902),Kathy Latz Soils Study,"agriculture, agronomy, exotech 20c-sw, laboratory for applications of remote sensing (lars), lars, remote sensing, soil, soil science","Kathleen Latz, Stanislav Pejša",,
813,1794,10.4231/R72R3PNS,Reference Panel Calibration (806201),Reference Panel Calibration,"agriculture, calibration, crops, crop science, exotech 20c-sw, lars, reflectance references, remote sensing, soil science, spectral observations, spectrometer","Barrett F. Robinson, Stanislav Pejša",,
818,1799,10.4231/R7DN430P,"Purdue University Buildings Demolition, Construction Images, February 2015, MATH Building Camera","Two iconic buildings on the Purdue University campus, the Engineering Administration Building and the retired Heating and Power Plant-North, were targeted for demolition in 2012 to make way for the construction of the Active Learning Center.","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university","Darcy M. Bullock, Alexander M. Hainen, Andrew Sydelko, David Burford, Michael Witt, Stanislav Pejša",,
819,1800,10.4231/R78W3B8Z,"Purdue University Buildings Demolition, Construction Images, February 2015, POTR Building Camera 1","Two iconic buildings on the Purdue University campus, the Engineering Administration Building and the retired Heating and Power Plant-North, were targeted for demolition in 2012 to make way for the construction of the Active Learning Center.","active learning center, building construction management, building demolition, civil engineering, construction engineering and management, enadalc, enad demolition, engineering administration building, heat and power plant-north, purdue university","Darcy M. Bullock, Alexander M. Hainen, Andrew Sydelko, David Burford, Michael Witt, Stanislav Pejša",,
822,1803,10.4231/R7ST7MR1,Iowa Intensive Test Site 0893 (791237),"The purpose of the experiment is to study the spectral characteristics and separability of corn, soybeans, oats, and pasture as a function of growth stage and cultural practices.","agriculture, corn, crops, crop science, fss, grass, lars, oats, remote sensing, soil, soil science, solar illumination, soybeans, spectral observations, spectrometer","Marvin E. Bauer, Stanislav Pejša",,
